"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"227",5,0,11,2,1,0,5,8,3,10,3,2,18,22,2,9,14,5,3,45,59,0,12,8,10,11,4,3,7,1,7,0,38,16,3,20,2,21,16,35,0,9,22,5,2,4,7,0,5,7,2,0,15,17,4,22,8,1,19,14,0,27,19,5,13,14,0,4,11,9,3,10,3,21,3,11,6,2,19,13,22,14,6,0,3,11,6,2,212,18,2,7,11,0,1,6,0,1,4,2
"228",11,1,2,2,1,4,4,9,1,10,0,0,10,32,2,7,5,10,2,59,24,1,8,7,11,9,9,4,3,0,5,0,35,11,1,21,2,26,14,23,0,11,15,8,4,4,7,1,4,8,1,2,10,17,3,30,5,0,28,27,0,23,28,2,24,24,0,4,5,2,4,14,2,30,5,8,3,1,8,17,16,4,6,0,6,12,5,3,204,11,7,10,12,0,0,3,1,3,3,1
"229",6,1,0,2,4,2,2,10,3,18,3,0,14,16,1,1,9,2,2,72,50,4,10,9,8,12,13,2,1,1,11,0,31,16,1,17,2,22,15,21,0,13,24,10,6,5,5,0,1,12,3,2,11,29,9,24,14,0,30,10,0,20,18,3,18,19,0,3,1,3,3,11,2,27,9,6,3,5,9,7,21,15,4,0,3,13,13,6,220,18,7,19,11,3,2,4,0,4,2,1
"230",7,0,3,0,1,2,1,2,2,17,2,0,9,24,0,9,20,4,0,40,75,1,9,11,19,8,10,7,2,0,7,0,32,18,0,18,2,25,21,22,0,6,28,5,5,4,6,0,6,7,2,2,15,14,4,20,6,0,25,12,0,22,14,3,10,22,0,3,1,4,6,10,1,22,4,7,5,8,5,8,17,8,9,0,5,14,10,1,249,20,3,16,12,2,0,4,0,4,11,2
"231",7,0,6,3,2,4,0,8,0,13,2,0,4,22,0,4,12,7,3,49,30,1,8,8,23,11,9,4,7,1,4,0,29,16,2,28,4,19,7,19,1,6,22,11,0,10,8,0,3,11,5,3,13,16,6,22,12,2,28,18,0,26,28,1,16,14,0,3,5,5,1,15,2,18,1,9,2,2,9,10,20,12,7,0,7,6,15,3,271,13,0,8,23,0,1,4,0,1,3,1
"232",11,2,7,4,2,3,0,4,1,18,2,0,10,24,0,1,9,5,1,49,87,1,9,10,16,6,9,5,5,2,11,0,35,12,1,21,1,21,10,24,1,3,11,7,7,4,6,0,2,15,2,2,12,9,8,31,11,2,22,15,0,14,21,1,13,19,0,5,2,2,1,16,0,25,3,14,2,2,12,9,15,9,12,0,5,6,9,0,271,15,3,7,23,1,0,6,0,6,3,1
"233",6,0,4,2,1,0,5,4,2,15,2,1,6,24,0,8,11,2,4,46,62,1,6,6,13,4,8,1,1,2,7,1,23,18,0,22,0,20,18,30,0,18,23,10,7,5,16,0,7,8,3,2,6,6,4,28,9,0,28,18,0,27,27,0,18,12,0,1,4,3,2,7,1,29,3,12,3,4,21,0,22,10,5,0,6,2,14,3,204,12,3,8,21,0,1,3,0,11,3,1
"234",4,0,3,2,0,0,3,2,1,13,1,1,9,22,0,8,15,5,7,33,41,1,8,11,22,8,11,2,0,1,7,0,32,17,1,33,2,36,15,24,0,18,24,8,6,6,9,2,3,16,5,3,8,12,11,32,9,3,19,16,0,16,24,0,15,14,0,2,3,2,4,10,0,15,3,6,3,6,19,4,27,14,6,1,7,1,7,1,197,14,1,15,21,1,0,3,0,7,2,3
"235",4,4,1,3,3,1,3,0,1,21,2,1,9,28,9,5,7,5,2,55,55,1,8,15,8,7,11,4,7,0,7,0,34,17,1,24,2,24,11,23,1,7,26,5,5,2,11,1,4,8,5,0,6,12,8,22,7,1,18,14,0,14,19,0,21,17,0,5,1,8,1,6,0,21,6,2,1,5,14,3,26,7,2,1,4,1,8,2,162,18,3,12,18,0,0,1,0,6,1,3
"236",4,8,6,0,2,3,6,6,0,25,0,1,3,17,3,8,14,1,1,51,27,1,7,13,13,4,8,1,3,0,7,0,28,8,1,29,0,25,12,25,0,10,11,3,9,7,11,0,3,10,2,0,4,13,7,25,8,0,19,10,0,25,18,0,14,8,0,1,0,2,1,5,0,20,8,9,3,2,13,6,26,8,2,0,11,12,11,3,163,13,7,11,8,3,0,3,0,7,0,0
"237",6,1,4,2,1,3,1,7,1,24,2,3,8,15,1,5,15,1,1,43,34,0,10,18,17,4,13,5,5,1,7,0,32,23,2,24,1,22,13,26,1,17,16,3,1,4,8,0,2,11,3,0,11,9,8,27,9,4,29,9,0,16,7,0,20,18,0,6,3,2,1,6,0,28,0,8,4,4,2,8,21,12,8,0,6,17,5,1,201,21,6,14,16,1,0,3,0,2,3,2
"238",10,0,3,2,0,5,0,2,1,17,0,1,12,21,0,4,11,8,2,54,27,1,6,10,15,10,14,6,3,1,5,0,47,16,1,20,0,30,15,16,2,23,18,3,7,4,9,0,9,7,1,2,19,15,8,23,14,2,22,14,0,14,19,0,17,25,0,5,2,0,2,13,1,21,5,10,3,4,5,3,25,17,6,0,2,18,6,8,200,20,3,16,30,4,0,1,0,6,4,0
"239",7,0,5,5,0,2,0,4,0,20,2,0,12,14,0,3,9,7,1,43,49,0,2,8,10,12,8,5,1,0,15,3,46,32,0,17,0,30,13,30,2,11,15,8,10,5,12,0,10,11,3,0,19,11,11,24,12,1,22,25,0,23,13,0,23,20,0,2,2,2,2,6,1,29,0,10,2,6,3,8,28,13,5,0,1,21,13,4,163,19,2,10,25,2,0,9,0,0,2,0
"240",7,1,5,2,2,3,1,4,1,20,1,0,17,16,0,6,10,7,5,42,40,0,12,14,16,15,13,2,0,1,4,2,41,27,1,24,1,23,11,16,0,10,12,6,8,8,13,0,13,11,6,1,16,18,9,25,11,1,28,24,0,16,13,0,18,20,0,9,0,3,0,8,2,19,2,8,1,8,14,6,20,15,3,0,10,10,16,3,238,15,5,17,17,2,1,5,0,6,3,1
"241",2,0,4,1,2,1,1,4,0,34,0,0,14,22,0,5,10,2,1,47,66,0,8,15,35,14,11,8,2,1,5,0,41,25,0,23,3,29,12,20,1,6,32,4,4,7,10,0,4,7,5,2,14,17,8,20,7,0,24,26,0,12,8,1,21,25,1,8,2,5,7,14,0,25,1,6,3,1,18,7,29,18,3,0,2,9,13,5,272,18,2,11,14,1,0,8,0,4,6,1
"242",4,3,3,1,3,0,1,3,0,32,1,0,9,18,0,3,10,4,3,38,43,1,7,6,21,13,12,12,8,0,5,1,43,23,1,32,1,32,15,24,0,8,16,6,0,4,11,0,4,6,4,2,10,23,4,24,11,1,16,22,0,24,14,1,16,24,0,4,4,3,7,14,0,18,4,19,1,2,10,11,17,17,2,0,3,16,8,5,241,19,2,15,28,1,0,17,0,4,6,1
"243",9,7,2,1,2,2,0,7,0,19,3,0,4,19,0,5,7,3,0,46,26,0,8,14,17,9,9,10,4,0,11,0,45,14,1,24,0,24,15,23,4,12,28,7,6,8,9,0,3,4,5,1,14,13,5,17,8,2,19,13,0,24,10,0,12,14,1,10,1,2,6,14,0,24,4,15,8,3,14,7,18,25,8,0,6,19,17,2,234,15,4,17,14,0,0,18,0,1,4,0
"244",9,3,4,4,3,2,1,3,0,26,1,0,9,21,0,4,10,2,1,57,11,0,8,12,14,9,6,7,3,3,6,1,39,17,1,24,2,39,14,23,6,12,46,8,5,5,8,0,3,2,3,2,7,14,5,24,7,0,20,14,0,4,19,3,11,15,0,6,0,4,3,13,2,22,2,17,1,6,8,6,20,13,7,0,5,12,14,4,195,14,2,12,23,3,0,11,0,1,4,0
"245",5,0,3,3,2,1,0,2,1,26,0,2,8,19,0,1,15,2,0,47,8,1,10,12,12,4,11,6,3,3,8,0,38,23,0,19,1,28,13,18,8,13,26,6,1,1,8,1,2,3,5,3,13,13,3,31,4,0,35,18,0,11,23,0,15,18,0,2,0,3,2,18,0,34,5,18,2,2,11,7,31,18,1,0,4,17,10,13,174,13,2,14,13,3,2,6,0,6,0,2
"246",4,1,4,4,1,0,6,5,0,17,0,1,9,20,0,7,11,3,1,44,71,0,5,10,11,7,13,14,1,0,6,0,42,18,1,12,0,22,14,18,0,28,14,0,2,2,10,1,3,14,4,1,18,17,4,23,15,0,16,20,0,22,6,3,7,18,0,4,4,3,2,15,0,20,8,13,1,5,19,4,24,7,10,0,6,22,14,5,210,16,1,15,31,2,0,6,0,4,2,1
"247",9,3,2,3,1,1,2,4,0,20,2,1,5,19,0,6,13,1,1,52,62,1,6,13,3,9,11,9,0,0,4,0,29,19,2,22,0,27,15,16,6,15,21,3,4,4,12,1,7,6,5,1,9,17,8,16,13,0,21,18,0,23,12,0,12,24,0,7,4,4,1,17,0,21,4,10,0,2,12,8,36,14,7,0,7,10,17,7,200,20,4,20,10,0,0,9,0,4,1,0
"248",6,1,8,4,1,0,2,6,2,24,0,0,10,24,0,5,12,7,2,47,29,1,7,15,10,6,10,17,0,0,9,0,35,23,0,17,3,33,15,37,4,21,26,5,3,2,8,1,7,8,4,1,11,15,7,25,9,3,15,19,0,17,16,4,12,16,0,4,7,2,6,11,2,19,2,14,1,1,22,5,35,20,8,0,6,17,18,6,185,21,3,15,10,0,1,1,0,5,4,1
"249",8,0,6,1,4,0,2,2,1,32,0,0,11,27,15,5,11,11,4,56,22,1,7,16,5,12,10,11,0,0,10,0,33,14,0,21,3,26,13,24,4,19,18,9,7,8,17,0,6,12,3,2,16,15,9,24,15,0,14,30,0,24,24,0,16,24,0,5,2,3,4,12,0,18,7,8,2,3,9,14,17,16,3,0,7,14,10,6,165,11,3,16,20,2,0,2,3,8,4,1
"250",10,1,2,3,3,1,1,2,0,28,2,1,7,26,15,5,8,10,4,53,33,2,5,12,10,6,13,3,0,1,2,0,33,22,0,28,1,32,9,20,7,11,15,3,4,5,8,0,1,15,0,1,12,14,8,19,11,0,12,31,0,25,37,0,9,20,0,6,3,2,2,18,1,25,1,10,1,2,5,4,22,19,4,0,8,18,18,12,127,13,5,18,12,0,0,2,2,4,4,0
"251",6,0,1,0,0,1,3,4,2,14,1,3,8,23,2,4,13,5,2,53,36,2,6,8,12,7,9,16,0,1,5,0,36,18,3,26,1,27,11,29,11,12,27,4,5,4,6,0,4,9,2,0,3,22,8,27,6,2,12,27,0,27,58,0,11,14,0,3,0,1,7,17,2,19,2,16,4,2,17,4,30,17,4,0,7,20,15,10,102,13,3,16,12,0,1,2,0,6,3,0
"252",3,3,4,0,3,2,9,9,0,20,7,2,4,25,1,3,10,1,3,61,59,1,10,9,11,7,8,13,2,0,4,0,44,24,0,24,2,24,17,11,3,18,10,4,1,3,13,0,5,5,5,1,1,16,5,22,4,1,9,34,0,27,29,0,12,17,0,8,0,1,2,10,2,20,2,20,6,7,10,3,13,15,5,0,7,14,18,4,127,14,4,16,16,1,0,14,0,0,3,0
"253",9,1,7,4,1,3,3,7,1,29,3,2,3,19,1,4,10,5,3,41,53,1,5,8,12,8,8,11,1,0,3,0,29,30,0,21,1,27,12,17,2,17,38,7,5,5,6,0,2,4,6,2,0,18,7,24,10,1,7,37,0,23,24,0,12,11,0,10,0,1,4,16,0,22,0,9,4,5,17,7,29,13,6,0,12,20,17,7,151,14,7,12,8,0,0,5,0,6,2,1
"254",7,2,4,2,1,2,4,6,0,30,0,2,3,20,0,8,9,5,2,59,22,0,4,7,15,5,11,8,0,1,7,0,30,38,0,28,3,25,13,21,1,21,38,7,3,4,9,0,2,13,5,2,15,22,8,22,11,0,13,37,0,23,49,0,12,13,2,5,0,1,6,14,0,22,6,15,2,7,6,7,27,15,8,0,5,17,13,3,158,9,5,17,10,0,1,5,0,2,4,1
"255",4,2,4,4,0,2,4,6,0,27,2,3,5,25,0,1,10,1,1,45,41,1,7,8,25,10,10,4,4,0,4,0,34,32,1,23,5,27,8,20,2,13,33,7,5,6,4,0,4,10,7,5,16,24,5,33,10,1,9,58,0,30,42,0,11,12,2,5,0,3,9,10,1,29,5,21,6,3,13,8,25,18,6,0,7,16,17,3,158,12,5,17,7,0,3,5,0,0,1,1
"256",4,7,1,1,2,3,5,4,1,21,2,0,2,16,0,7,6,3,4,53,27,0,4,16,11,6,9,6,12,0,3,1,34,31,1,29,0,40,20,22,4,9,16,4,6,11,6,1,3,8,3,2,3,20,8,22,13,0,10,46,0,15,30,0,12,11,0,3,0,1,5,14,1,23,6,18,0,3,17,13,30,11,6,1,2,15,14,6,130,15,4,14,13,1,0,3,0,1,3,0
"257",6,7,3,1,1,3,1,4,2,11,1,0,15,19,0,6,8,5,2,46,113,1,11,14,19,10,11,7,9,0,3,1,41,36,1,23,1,39,14,26,3,17,16,6,7,5,2,0,5,11,2,2,2,16,10,18,12,1,8,40,0,25,30,0,21,24,0,9,0,4,2,13,1,23,2,15,2,2,21,15,19,12,5,0,4,5,18,6,115,16,4,15,15,2,2,5,0,2,1,1
"258",12,2,4,5,3,2,2,8,1,13,0,1,4,28,15,2,11,2,5,46,28,0,7,14,21,10,10,5,0,1,3,4,28,31,2,26,1,29,21,13,1,18,36,5,6,2,10,1,5,14,3,1,1,22,9,15,9,0,6,40,0,28,38,1,20,13,0,4,0,2,8,15,1,25,6,14,3,4,16,12,28,10,2,0,5,2,16,15,129,15,2,12,10,0,0,4,0,1,1,1
"259",8,0,1,3,1,2,4,7,1,17,1,0,4,24,19,3,11,1,1,54,10,3,10,8,14,11,7,3,3,3,5,3,46,36,2,25,1,29,17,15,1,17,47,7,7,6,11,0,2,9,5,4,0,19,6,18,7,0,13,45,0,21,44,6,16,14,0,8,3,2,6,12,1,16,0,19,5,6,13,13,23,6,5,0,3,1,13,15,114,15,1,13,10,0,0,4,0,0,3,1
"260",8,0,11,3,0,2,4,3,1,18,1,0,2,14,19,2,9,1,3,45,68,2,4,4,10,13,11,8,1,0,3,1,34,40,1,26,0,29,9,14,5,11,30,6,3,3,3,1,2,12,5,1,12,11,5,5,11,0,8,30,0,17,37,2,10,15,0,10,7,1,7,16,0,27,13,13,4,1,20,10,27,9,5,0,3,0,11,13,143,13,4,14,9,0,0,3,0,6,5,0
"261",6,1,9,6,3,2,2,9,1,20,1,0,2,15,11,7,8,0,1,50,50,1,3,5,19,6,7,6,0,1,4,0,28,27,1,20,0,29,11,18,5,19,33,4,5,8,9,1,3,14,6,2,4,18,8,11,12,0,14,25,0,34,45,1,18,15,0,15,4,2,5,15,1,19,7,16,2,1,22,9,24,7,5,0,5,6,12,19,160,18,1,11,11,0,0,1,0,3,3,1
"262",7,1,4,2,0,3,2,5,2,19,0,0,2,29,9,5,12,1,2,50,33,1,2,8,15,10,10,4,0,0,3,0,37,19,2,22,0,30,17,26,7,26,35,3,2,4,8,0,1,7,2,2,9,19,9,9,9,0,14,27,0,19,42,1,19,23,0,13,4,0,5,24,0,22,3,10,2,1,26,6,25,11,5,0,6,9,11,11,173,14,7,17,12,0,0,1,0,8,7,1
"263",6,2,8,3,2,2,2,2,0,24,2,1,5,27,4,3,7,2,0,33,44,0,5,10,6,7,15,4,1,0,4,0,38,30,1,26,0,30,7,24,6,20,9,4,3,6,14,1,1,20,8,1,11,25,8,12,7,0,7,21,0,35,22,0,21,16,0,10,0,2,7,17,0,28,6,19,4,1,12,14,22,14,6,0,5,15,12,11,174,8,4,16,12,0,0,7,0,1,5,1
"264",1,6,3,5,3,0,2,2,1,29,1,1,2,18,1,1,8,4,2,49,71,0,7,11,5,6,7,5,4,0,2,0,35,28,2,20,2,24,14,30,5,11,23,6,3,6,15,0,0,14,5,1,12,20,5,22,4,0,6,40,0,16,27,0,17,29,0,5,0,3,3,15,0,21,11,21,2,1,12,3,24,10,1,0,2,4,17,9,193,18,5,11,12,1,1,4,0,6,1,1
"265",6,3,8,2,2,1,1,4,2,19,1,1,1,27,1,5,4,2,3,45,25,0,9,11,9,5,11,5,7,0,4,1,34,23,1,21,0,31,13,24,4,16,10,1,5,4,10,0,4,10,2,0,8,29,7,12,6,0,7,47,0,18,34,1,12,21,0,5,0,2,10,18,1,18,9,15,8,3,10,7,20,19,0,0,6,1,23,9,191,21,3,19,10,2,0,12,1,6,3,0
"266",5,1,6,0,1,0,1,5,2,9,1,0,0,28,0,0,9,3,6,55,19,1,3,9,10,5,10,6,5,0,7,0,40,29,0,22,5,33,20,21,2,28,23,0,2,3,10,1,4,11,5,1,13,12,9,13,6,9,11,43,0,16,33,0,14,12,0,5,0,1,2,10,0,28,8,13,2,5,18,7,36,14,0,0,7,0,21,13,174,21,4,17,12,3,1,1,0,3,4,2
"267",7,0,2,2,2,1,0,4,1,11,0,1,1,23,0,2,4,5,1,58,22,0,2,11,11,4,11,5,3,0,6,0,31,35,1,13,6,35,13,18,4,22,37,4,8,5,14,0,5,20,1,0,10,17,12,17,9,7,9,42,0,19,29,0,15,6,0,6,0,2,7,12,0,16,11,16,1,13,15,1,26,9,4,0,4,0,24,8,143,13,4,11,16,3,1,0,0,1,3,1
"268",5,2,4,3,1,1,1,5,1,13,0,0,0,25,0,2,9,4,1,54,20,1,7,4,20,7,7,6,3,2,4,1,31,29,0,20,2,35,13,19,2,19,18,5,5,5,6,0,1,8,1,2,20,15,11,27,8,2,4,42,0,29,37,0,23,5,0,12,0,2,3,12,0,28,10,13,7,4,7,6,33,11,2,2,7,0,25,7,150,11,2,19,13,0,0,2,1,1,2,2
"269",7,0,3,2,2,0,5,4,1,20,1,2,2,19,0,7,10,1,2,56,15,0,5,13,11,6,7,11,0,1,4,2,41,34,4,21,2,30,15,12,1,16,32,7,2,4,13,2,5,17,4,1,9,28,11,27,6,1,8,24,0,14,17,1,16,13,0,7,0,1,10,23,0,27,10,18,6,2,10,10,27,16,3,0,4,14,18,9,123,14,5,14,10,0,0,0,0,1,2,2
"270",4,0,4,1,1,1,2,5,0,23,3,3,2,19,0,2,11,2,0,53,61,0,5,11,14,2,8,10,1,0,3,0,33,31,2,25,3,28,17,14,0,11,19,4,1,2,6,0,2,14,3,1,7,20,9,34,8,0,17,56,0,9,29,2,8,12,0,6,0,2,9,15,2,23,8,16,6,4,10,6,31,11,4,0,7,7,26,7,161,19,1,19,5,5,0,2,0,2,1,0
"271",6,1,2,5,1,1,0,4,0,22,2,3,4,18,0,4,8,6,0,54,103,1,4,5,8,13,10,13,0,0,6,0,35,32,2,14,3,18,13,12,0,11,31,5,3,3,11,0,3,16,2,1,5,16,6,32,10,0,11,34,0,9,37,1,10,16,0,8,3,3,4,14,2,23,6,15,2,1,9,7,22,15,3,0,7,2,29,7,126,13,2,14,12,1,0,1,0,2,6,0
"272",4,1,2,3,3,1,2,6,0,17,4,0,2,22,0,1,11,10,2,52,59,0,3,17,8,10,7,7,0,2,4,2,28,39,1,19,1,27,13,21,1,10,36,2,4,5,10,0,3,17,7,2,13,34,5,24,5,0,12,28,0,18,41,0,12,6,0,9,2,2,2,14,2,30,5,15,1,6,8,3,23,12,2,0,9,1,14,8,143,13,5,17,16,1,0,2,0,3,4,0
"273",14,2,5,0,1,2,1,3,0,29,0,0,5,30,0,3,9,3,5,44,27,3,6,23,11,8,8,9,0,0,9,1,34,30,0,28,1,27,20,24,2,11,19,7,4,3,10,0,4,17,5,4,6,24,9,16,7,2,9,33,0,20,35,1,9,18,0,9,1,0,10,17,0,19,13,17,2,4,11,3,20,13,3,0,3,14,16,3,207,17,0,13,7,1,0,2,0,0,5,0
"274",6,3,3,2,3,4,2,3,2,22,0,1,2,22,0,0,13,3,3,48,21,3,4,12,12,10,6,9,0,0,8,0,31,14,1,27,0,41,14,24,1,14,25,6,4,8,7,0,3,12,3,2,0,23,8,19,7,0,12,11,0,25,49,0,12,11,0,10,3,2,7,18,1,21,4,12,2,6,4,5,29,10,1,0,1,13,16,1,145,19,4,18,7,0,0,9,0,1,9,0
"275",8,1,1,2,0,3,4,5,1,17,0,1,2,29,0,6,10,4,2,56,38,2,7,11,17,10,10,6,0,1,4,1,32,23,1,31,0,33,16,20,3,9,15,10,2,3,10,0,1,15,5,1,12,18,7,31,6,1,8,22,0,19,41,0,10,16,0,6,2,1,6,11,0,23,5,14,5,0,4,8,23,14,7,0,5,10,12,4,158,17,4,15,15,0,1,4,2,6,3,1
"276",5,1,9,2,2,2,1,4,1,19,1,1,5,22,0,2,14,3,2,44,55,0,7,16,10,6,9,8,0,1,4,1,36,24,1,25,0,36,17,22,4,18,39,8,2,5,16,0,2,12,3,4,14,24,7,25,4,0,3,36,0,27,29,0,7,9,0,7,0,1,8,12,0,24,9,11,13,3,2,9,22,14,4,0,6,2,12,5,109,18,4,12,9,1,0,8,0,5,5,0
"277",10,0,8,1,3,2,5,6,1,21,2,0,2,17,0,7,5,2,2,51,40,0,6,21,9,5,4,12,0,1,3,0,31,23,3,19,0,21,14,22,1,21,28,12,4,7,11,0,2,4,4,3,5,17,7,15,4,0,15,25,0,21,31,2,5,11,1,3,1,1,8,10,3,25,6,11,4,4,8,6,21,18,3,0,5,18,20,5,92,14,8,10,17,2,0,9,0,5,2,1
"278",13,1,3,2,2,5,2,2,2,25,2,0,1,17,0,10,10,1,5,37,36,2,8,20,9,3,7,12,1,0,5,0,30,25,3,24,0,22,11,23,0,14,35,12,4,6,9,0,1,18,3,3,14,16,8,20,6,0,6,31,0,16,27,2,9,10,1,13,7,2,2,7,0,20,3,13,4,1,15,1,25,11,0,1,8,12,9,1,107,19,7,12,7,1,0,12,0,4,6,2
"279",2,4,8,2,2,3,3,3,0,18,2,1,3,20,0,4,14,0,2,38,48,0,5,12,10,4,7,8,3,0,8,0,33,17,1,23,0,26,17,28,1,11,40,15,4,6,14,0,3,11,3,3,9,27,9,19,4,0,5,24,0,16,22,2,16,21,1,8,5,1,8,9,1,21,7,7,4,7,10,5,15,11,1,0,3,6,22,5,97,13,3,17,14,2,0,8,1,2,3,1
"280",7,0,1,5,1,3,0,2,1,18,1,1,6,23,0,6,10,9,3,56,45,1,9,13,15,6,14,0,1,0,4,0,35,17,1,21,0,23,20,32,0,12,20,11,6,4,8,0,5,18,5,1,14,33,7,25,2,2,9,32,0,24,20,4,11,18,0,5,1,4,8,14,0,27,5,14,2,4,10,4,29,10,0,0,1,14,15,8,163,11,1,15,6,2,0,7,0,0,6,1
"281",6,0,5,3,1,5,1,6,1,18,3,0,8,17,0,4,14,7,2,45,53,2,9,14,14,6,7,11,1,0,5,0,33,29,0,27,0,24,15,26,6,15,34,11,2,5,10,0,4,16,3,1,13,14,10,15,0,1,11,16,0,30,9,2,11,12,0,8,0,2,4,12,0,31,8,17,3,2,12,2,30,16,1,0,5,15,20,6,158,15,2,16,14,3,1,4,0,1,4,2
"282",9,0,0,4,1,3,0,2,0,19,0,0,3,29,0,3,4,6,3,42,39,0,7,14,13,5,10,6,1,0,4,0,31,25,1,28,1,30,17,36,1,14,35,7,0,5,10,0,0,16,3,3,18,18,8,21,3,0,12,23,0,33,40,0,17,9,0,5,0,2,4,12,0,21,9,18,1,0,7,5,28,13,5,0,6,5,13,7,157,15,4,21,14,2,0,4,0,3,5,1
"283",5,3,1,6,2,3,3,6,0,17,3,1,11,23,0,1,5,3,2,50,103,0,7,6,14,6,11,18,0,0,2,0,33,16,1,21,0,20,13,36,0,12,9,5,0,8,9,0,0,18,3,0,16,26,8,20,1,0,7,20,0,28,22,0,12,17,0,7,1,4,0,9,3,24,2,16,0,0,11,7,33,11,3,0,6,11,11,3,111,15,2,11,7,0,0,2,0,1,6,0
"284",11,1,2,2,1,4,3,9,0,18,1,0,8,22,0,2,13,3,2,49,105,0,9,10,19,6,9,6,2,0,7,0,24,21,0,24,0,19,17,30,2,20,4,8,0,1,15,1,0,23,2,0,25,18,7,23,3,0,2,17,0,27,11,0,10,13,0,6,0,0,4,9,0,26,3,17,0,1,13,4,22,4,8,0,5,12,9,3,147,22,3,12,4,1,0,2,0,5,0,2
"285",6,2,4,6,2,4,0,5,1,36,0,1,5,28,0,2,14,8,2,42,77,1,7,5,13,4,7,16,0,0,1,0,31,25,1,25,0,27,8,28,0,14,8,6,2,1,6,0,5,13,3,2,17,19,6,20,4,0,5,20,0,35,8,0,9,15,0,5,0,3,2,15,1,27,3,12,0,1,12,7,28,9,4,0,4,15,10,2,98,8,4,13,8,0,0,1,1,1,1,0
"286",8,0,5,8,1,1,3,1,1,27,1,0,2,25,0,1,11,2,1,48,39,0,6,9,28,4,7,7,1,0,4,0,29,21,0,26,0,21,15,37,1,13,10,2,0,8,9,1,2,20,4,4,4,32,5,17,4,0,6,28,0,29,2,1,6,18,0,10,0,4,2,7,1,23,1,12,0,4,18,2,27,9,6,0,1,21,9,0,97,17,6,20,13,0,0,2,0,1,1,2
"287",5,3,5,0,2,5,2,4,1,25,3,0,7,23,0,1,7,3,2,56,35,1,2,3,28,4,6,7,1,3,9,0,33,13,0,30,0,32,20,25,1,30,24,11,1,3,8,0,6,8,2,3,7,28,6,16,2,0,11,25,0,30,36,2,8,17,0,7,0,2,6,12,1,32,2,12,3,12,18,10,22,4,5,0,5,6,5,2,101,10,6,13,13,1,1,11,0,3,6,2
"288",4,2,3,1,1,3,0,5,0,23,0,0,6,13,0,2,16,4,3,46,21,1,10,5,24,5,10,5,0,0,9,0,34,20,1,22,0,41,17,40,0,25,11,3,0,6,9,0,3,16,5,1,10,27,7,15,3,0,5,22,0,39,20,0,10,13,0,7,0,1,6,12,0,22,0,20,5,2,7,13,21,5,9,0,3,3,10,4,104,18,3,13,23,0,1,12,0,4,3,0
"289",7,4,0,2,2,2,2,0,0,19,1,0,5,15,0,1,7,2,1,48,22,1,9,5,14,3,6,7,0,1,4,0,41,14,0,26,0,30,17,42,0,33,21,5,1,3,11,0,2,14,4,1,10,21,7,20,5,0,9,23,0,41,25,0,15,16,0,4,0,1,5,11,3,31,4,11,0,5,14,9,15,7,6,0,2,2,14,1,89,18,1,13,8,1,0,4,0,0,4,1
"290",4,0,14,0,0,1,2,3,0,27,1,1,4,19,0,5,6,1,3,40,74,1,15,3,17,14,9,2,1,0,6,0,41,27,1,26,1,26,15,36,3,25,11,5,1,7,13,0,2,16,3,0,1,28,5,20,6,1,5,25,0,27,27,4,16,20,0,8,1,3,3,11,1,25,4,14,1,6,24,4,18,9,4,0,3,0,10,2,118,11,1,17,3,5,2,2,0,1,2,1
"291",4,2,3,6,1,0,0,3,0,35,1,0,4,19,0,7,9,1,1,35,42,0,13,6,13,5,8,5,0,1,8,0,31,27,1,18,0,32,17,41,2,22,4,2,4,4,12,0,1,20,4,3,2,23,5,15,5,0,11,24,0,34,12,0,17,13,0,5,2,0,4,9,1,19,5,18,2,4,12,4,25,16,7,0,6,9,9,2,70,11,7,15,5,1,2,5,1,8,1,1
"292",4,4,5,2,2,4,0,4,1,23,2,0,0,27,0,7,3,7,2,45,22,1,4,7,16,7,8,0,0,1,10,0,31,29,2,26,0,32,12,36,2,16,24,8,0,7,9,0,2,13,3,4,4,16,9,15,8,0,15,19,0,42,14,0,11,5,0,8,1,2,13,13,1,20,2,14,2,5,13,6,21,11,7,0,6,4,8,1,88,13,4,16,4,0,1,8,1,4,0,1
"293",2,5,7,1,3,1,5,5,1,28,1,0,1,17,0,12,6,8,2,45,15,0,14,6,18,10,9,6,2,0,9,0,31,19,2,13,0,29,14,42,2,13,13,8,1,7,13,0,5,5,4,1,2,21,7,15,5,0,7,20,0,33,22,0,13,13,0,5,2,4,14,10,1,19,13,16,0,4,14,2,30,20,6,0,6,1,12,2,70,18,6,17,3,0,0,12,3,2,2,1
