"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1604",13,1,43,0,3,1,4,1,0,13,0,1,3,14,0,1,12,0,3,27,14,1,5,29,7,9,6,46,30,0,14,1,34,66,1,37,9,65,8,6,4,15,33,2,0,25,16,1,22,25,7,0,2,3,1,48,15,0,21,50,0,30,68,2,18,5,0,6,0,0,7,16,4,33,6,6,2,1,20,40,33,28,3,0,13,0,67,28,137,11,3,17,4,3,0,24,2,0,2,1
"1605",10,0,56,0,1,0,4,1,0,10,2,0,5,10,0,1,5,0,3,36,1,2,3,36,4,6,8,55,23,1,4,0,23,59,1,43,3,50,10,17,4,19,30,2,0,34,7,0,13,24,7,2,0,7,0,52,12,0,18,94,0,36,21,3,28,11,0,9,2,0,4,14,2,30,6,5,0,5,35,31,22,35,0,0,22,0,70,31,108,12,1,21,1,2,0,18,0,0,0,0
"1606",9,0,47,2,2,3,0,0,1,13,1,5,5,8,0,3,11,0,1,30,3,6,5,21,0,5,0,31,26,2,6,0,30,54,2,32,8,77,8,13,4,12,9,2,0,33,16,0,15,19,7,5,0,14,0,65,17,0,18,52,0,34,48,7,20,8,0,5,2,0,3,14,1,25,4,4,1,6,26,33,21,28,2,0,15,0,68,32,139,16,1,20,5,0,0,19,0,0,0,0
"1607",6,1,50,1,6,4,1,1,2,25,0,3,3,12,1,0,10,0,1,26,86,2,2,22,9,6,1,36,38,4,10,0,23,61,1,41,5,60,6,10,6,9,14,0,2,33,12,0,10,21,4,3,0,12,0,55,12,4,17,23,0,43,44,7,22,19,0,4,0,0,9,13,1,28,2,2,1,1,41,35,20,39,6,0,20,7,54,21,162,11,0,19,6,2,0,25,0,0,0,1
"1608",10,1,54,0,3,2,1,0,1,11,0,0,12,9,0,3,12,0,5,41,77,2,4,22,15,5,5,49,26,0,12,0,33,76,1,31,6,70,9,14,0,8,10,1,0,32,12,0,14,13,2,4,0,7,1,48,24,0,23,81,0,36,40,7,15,21,0,2,1,1,3,13,1,35,4,2,1,3,54,26,28,35,2,0,21,0,54,22,190,10,6,16,15,0,0,20,0,0,1,1
"1609",9,1,43,0,5,0,1,0,1,5,1,3,9,7,0,2,10,0,0,36,37,0,7,25,2,5,1,52,13,1,10,0,28,52,0,50,2,53,13,2,2,10,19,0,3,26,11,0,14,18,7,7,4,9,1,74,21,0,20,76,0,27,25,12,16,10,0,2,0,0,5,9,1,35,3,2,1,3,29,25,25,33,0,0,19,0,53,22,147,12,3,15,8,0,0,31,0,0,2,1
"1610",8,2,52,0,4,0,0,3,0,8,0,4,7,10,0,2,11,0,1,33,26,0,5,22,7,5,0,45,14,0,6,0,35,52,0,34,2,61,14,0,1,7,11,1,2,29,8,0,17,14,3,2,3,12,0,65,35,0,13,62,0,23,34,11,13,9,0,5,0,1,3,20,2,31,2,1,1,1,30,25,29,40,0,0,16,6,62,33,173,16,8,16,5,2,0,23,0,0,2,2
"1611",11,0,45,0,3,7,3,1,0,14,0,0,8,6,0,4,6,0,1,33,16,1,4,30,15,4,5,49,23,0,12,0,34,57,0,28,0,76,10,0,4,9,58,1,0,32,10,0,9,24,7,1,0,9,0,55,30,0,6,67,0,18,53,3,21,14,0,0,0,0,1,16,2,40,4,2,0,7,39,35,26,29,0,0,17,2,71,21,124,15,6,17,13,4,0,36,0,0,0,0
"1612",9,0,43,0,2,3,2,2,0,13,1,4,11,3,0,1,15,0,1,35,7,3,3,29,18,7,2,48,15,0,8,0,31,56,1,30,1,47,4,11,2,14,50,1,1,30,15,0,14,23,6,0,0,6,0,66,30,0,4,86,0,23,75,3,18,11,0,2,1,0,4,11,3,37,5,6,1,4,36,37,24,22,0,0,11,7,56,20,94,11,6,21,9,3,0,31,0,0,0,2
"1613",10,0,50,1,3,0,1,3,0,13,1,1,4,10,0,3,12,0,0,31,156,6,2,29,10,3,6,54,8,2,9,0,30,60,1,39,2,55,7,5,3,14,17,0,0,33,7,1,18,20,6,0,2,11,0,56,27,0,19,89,0,30,52,4,12,17,0,10,0,1,4,11,3,33,3,1,4,2,32,19,25,26,0,1,13,13,64,26,97,22,3,17,4,1,0,19,0,0,1,0
"1614",7,0,42,3,1,4,6,3,0,21,2,4,8,6,0,4,17,0,2,28,63,2,2,19,9,6,4,39,11,0,12,2,33,66,0,26,1,57,16,12,4,15,6,1,1,41,9,0,6,18,6,0,8,14,2,41,17,0,21,98,0,11,98,4,13,15,1,14,1,0,1,18,2,31,7,3,0,2,24,29,34,40,4,1,12,5,77,22,133,11,2,18,2,1,0,22,0,0,1,0
"1615",11,0,50,4,0,4,3,3,0,13,0,4,4,14,0,0,15,0,1,28,45,3,4,24,21,2,13,59,13,0,11,0,36,60,0,25,4,52,6,12,4,7,2,1,0,41,13,0,11,20,4,0,6,8,0,56,10,0,17,90,0,26,60,5,21,20,1,9,0,1,6,19,0,24,11,4,0,1,34,19,27,37,5,1,12,1,69,22,97,13,2,21,11,4,0,13,0,0,4,0
"1616",9,0,47,0,2,1,2,1,2,9,0,8,8,10,0,4,12,0,1,30,137,4,3,23,10,8,4,56,22,1,12,0,35,70,0,29,1,68,13,5,2,8,8,1,2,32,14,0,4,14,1,0,3,8,0,38,23,0,17,53,0,22,58,3,7,1,3,9,7,1,2,9,2,28,9,3,0,3,27,33,26,25,8,0,20,0,75,16,127,11,2,17,4,2,0,19,0,0,1,1
"1617",7,0,43,0,1,1,1,2,0,19,1,9,8,11,0,1,5,0,1,34,106,2,8,30,3,12,4,59,16,1,12,1,24,60,0,35,3,72,13,1,0,8,29,2,0,42,14,0,13,28,8,0,5,7,0,54,11,0,11,43,0,20,58,3,12,10,1,2,7,1,2,12,0,22,6,1,0,2,19,31,24,14,2,0,12,4,66,20,123,11,2,22,6,2,0,34,0,0,0,2
"1618",7,0,33,1,2,0,2,1,0,16,4,8,6,8,0,3,8,0,2,26,197,2,5,32,5,8,3,55,15,1,5,0,28,58,0,38,2,56,10,2,1,9,58,2,0,30,12,0,11,18,8,1,11,9,0,53,11,0,9,36,0,25,44,6,3,12,1,11,1,0,3,9,2,24,7,3,0,0,34,33,35,21,6,1,19,1,58,27,110,9,3,25,7,0,0,28,0,0,1,1
"1619",12,1,37,0,4,0,0,1,0,16,1,5,5,10,0,0,12,0,1,31,121,3,1,21,3,8,3,54,18,4,15,1,39,75,0,42,0,55,9,0,0,14,23,5,4,35,8,0,5,31,7,2,10,9,1,55,20,0,17,47,0,27,19,11,4,11,1,7,1,0,1,21,1,26,5,5,0,10,33,38,36,19,2,0,18,0,66,28,121,10,2,15,2,1,0,34,1,0,3,2
"1620",5,1,41,0,3,2,0,1,0,16,1,2,10,8,0,2,8,0,0,37,21,1,3,33,2,4,4,52,16,1,10,0,28,57,0,39,5,79,10,0,7,8,10,3,1,34,10,0,11,13,8,2,10,10,0,48,20,0,10,47,0,17,31,7,13,3,2,6,3,1,6,16,2,34,9,6,1,2,40,42,22,17,4,0,17,0,73,27,162,16,1,14,8,2,0,19,0,0,1,0
"1621",4,0,43,0,3,0,3,1,0,18,1,1,2,13,0,4,10,0,1,30,19,2,3,21,7,7,2,40,19,1,15,0,26,63,0,41,7,62,7,0,4,13,8,0,2,45,2,0,11,13,5,0,4,6,1,59,19,0,8,46,0,15,54,5,14,6,1,5,5,2,3,14,6,28,10,1,0,4,49,41,30,29,4,0,15,0,63,21,123,12,3,25,9,0,0,27,0,0,0,0
"1622",7,0,44,0,1,3,0,4,0,26,0,6,9,7,0,3,6,0,1,30,14,4,4,31,1,10,3,35,22,2,8,0,34,77,0,32,1,48,6,16,5,13,11,0,0,39,8,0,11,16,4,1,4,8,0,51,25,0,9,40,0,18,24,3,18,10,0,1,1,3,6,20,3,28,12,7,0,5,22,41,34,13,0,0,17,0,76,20,86,8,3,23,12,3,0,25,0,0,0,0
"1623",4,0,45,0,2,2,1,1,0,23,2,4,8,6,0,5,8,0,3,30,11,1,7,29,2,5,0,37,25,0,6,0,24,84,0,38,2,68,5,10,5,15,26,2,1,36,8,0,12,17,5,1,5,8,1,64,23,0,4,27,0,22,41,0,9,14,0,2,1,1,2,12,1,24,13,8,0,5,34,30,23,13,0,0,17,0,63,33,128,18,4,15,8,1,0,26,0,0,2,0
"1624",10,0,63,7,2,1,2,3,2,13,0,0,13,10,0,5,5,0,2,35,92,2,6,28,16,11,4,45,17,3,13,0,26,59,0,38,1,48,10,2,2,12,20,1,2,36,4,0,15,27,9,0,8,10,1,51,21,0,9,46,0,27,35,1,11,22,0,5,1,4,10,9,1,36,13,2,0,3,36,36,36,28,3,0,9,0,85,15,139,6,3,18,6,5,0,32,0,3,0,0
"1625",8,2,48,5,3,1,0,1,0,16,2,7,6,10,0,3,16,3,2,35,37,2,7,23,16,3,2,48,15,0,17,0,26,65,0,41,1,60,13,5,3,13,7,1,5,45,4,0,6,23,4,2,11,3,0,49,21,0,7,22,0,26,79,0,9,9,0,2,4,2,5,7,2,30,11,4,0,3,22,27,27,37,0,0,13,3,73,24,113,17,3,15,9,3,0,25,0,0,0,0
"1626",11,1,55,2,0,0,0,3,0,19,1,6,19,11,0,3,7,3,1,36,36,0,1,22,11,3,3,36,13,0,13,0,25,71,0,51,1,52,8,2,3,12,3,1,1,34,6,0,7,17,4,0,6,5,0,64,17,0,7,15,0,26,146,4,8,9,0,3,6,0,5,8,2,42,9,5,0,1,38,24,32,41,0,0,12,2,79,31,148,11,4,14,5,4,0,37,0,0,1,0
"1627",7,1,53,1,1,0,2,3,0,8,1,9,15,5,0,1,9,2,3,34,43,1,5,31,9,9,5,44,19,0,14,0,24,64,0,34,3,71,6,1,3,6,23,8,0,33,13,0,19,20,7,3,9,8,0,60,34,0,3,9,0,26,108,3,36,9,0,4,5,1,4,8,2,34,5,9,0,0,50,20,31,11,0,0,10,0,85,24,122,12,3,21,5,1,0,36,0,0,2,1
"1628",12,0,46,1,1,0,2,2,0,11,1,6,5,7,1,5,10,0,1,33,69,4,4,40,23,2,3,56,10,2,10,0,24,71,0,35,9,71,6,10,2,13,33,0,0,42,10,0,10,16,7,2,14,6,1,68,32,0,6,49,0,31,88,8,26,22,0,3,2,0,4,8,3,29,14,8,0,11,40,23,24,28,0,0,14,0,80,33,71,14,3,25,2,1,0,25,0,0,0,0
"1629",5,0,46,3,3,2,2,1,0,11,2,9,5,12,0,6,7,1,5,23,80,3,3,26,11,2,7,41,10,2,14,1,18,58,0,33,3,59,18,14,3,6,15,1,2,45,12,0,7,20,4,0,9,5,0,71,31,0,5,32,0,34,50,3,26,19,0,2,3,1,3,11,1,27,8,3,0,7,55,18,31,19,3,1,14,0,85,28,68,14,1,13,3,0,0,35,0,3,0,3
"1630",8,1,45,1,0,1,5,2,0,9,2,5,5,13,0,2,12,0,2,36,91,3,4,33,7,4,3,42,15,0,12,0,23,71,1,44,10,72,9,8,1,12,20,2,4,56,15,0,11,16,5,5,15,7,2,71,23,0,6,44,0,25,99,3,17,15,0,1,8,3,5,8,1,29,14,8,0,4,40,31,24,31,2,1,10,0,71,35,70,8,4,27,3,3,0,21,0,0,0,1
"1631",8,0,40,0,2,0,7,2,0,10,2,7,4,7,0,1,8,0,2,38,49,0,2,35,14,2,6,49,34,0,11,1,33,63,0,39,7,75,5,10,1,4,5,1,2,54,10,0,5,21,3,1,3,3,1,64,28,0,4,28,0,21,45,3,21,8,0,6,6,0,1,9,2,35,18,2,1,1,10,28,32,36,7,1,12,10,75,34,69,14,3,20,9,1,0,18,0,0,0,0
"1632",9,0,49,1,2,0,4,1,1,3,0,5,13,8,0,4,11,0,2,25,31,2,3,45,16,5,5,61,16,3,9,1,27,58,0,31,9,53,14,14,0,4,2,1,2,35,8,0,6,14,5,0,1,6,0,73,34,0,8,28,0,30,31,7,17,26,0,6,2,1,5,8,0,29,22,4,1,1,13,22,27,32,6,0,10,2,81,28,154,6,1,20,5,0,0,23,0,1,0,0
"1633",8,1,47,0,3,4,3,3,2,8,0,0,9,7,0,3,14,0,1,39,71,3,3,19,4,6,2,36,14,0,10,1,14,69,0,35,0,68,7,13,1,9,21,0,1,49,5,0,3,12,6,1,2,5,2,67,39,0,8,15,1,30,28,7,20,14,0,9,1,1,5,5,2,28,21,7,1,0,37,24,28,25,5,1,17,0,84,35,137,16,3,14,15,1,0,43,0,0,1,1
"1634",5,0,39,1,0,0,3,2,0,7,0,3,10,4,0,1,10,0,2,38,53,1,0,37,12,5,5,49,17,2,12,0,31,70,0,25,0,72,8,22,0,28,35,0,0,49,7,0,4,19,5,5,14,3,1,71,46,0,5,13,0,34,59,4,13,22,0,8,3,0,4,4,0,35,14,8,0,2,36,20,26,52,4,0,18,0,61,28,143,11,4,18,14,2,0,26,0,0,1,2
"1635",4,0,43,1,1,2,1,2,0,17,0,2,5,7,0,2,12,0,4,29,92,1,1,30,4,5,6,44,20,1,10,0,25,76,0,37,3,62,7,21,3,17,18,3,1,34,14,0,7,16,5,2,10,4,0,58,30,0,6,10,0,36,59,7,16,29,0,3,7,0,5,4,2,20,11,5,2,1,53,19,36,56,5,2,9,0,82,23,132,8,5,13,18,3,0,25,0,0,1,1
"1636",8,0,31,5,1,0,4,0,1,14,0,1,14,9,0,0,5,0,3,22,67,2,2,26,11,1,7,48,5,1,23,1,23,63,0,28,15,73,8,5,0,7,49,5,3,54,16,0,4,14,6,0,16,4,1,59,37,0,4,23,0,32,72,5,17,11,0,4,4,1,6,3,6,25,6,6,0,0,31,24,24,66,2,0,12,2,78,27,86,10,3,15,21,0,0,27,0,0,0,1
"1637",11,1,39,6,1,0,2,4,0,16,0,0,15,8,0,3,9,0,3,41,37,2,2,35,12,0,4,44,6,0,10,0,23,52,0,40,11,73,7,8,2,8,26,1,0,51,17,1,5,23,4,0,11,6,0,49,45,0,7,33,0,28,69,4,13,25,0,2,1,0,3,8,4,30,14,7,0,0,41,33,34,80,0,1,11,0,68,31,61,11,1,14,16,1,0,18,0,0,1,1
"1638",5,0,41,3,4,0,3,1,0,20,0,1,8,11,0,5,5,0,2,32,37,4,1,36,12,2,1,36,11,0,9,0,27,74,0,36,10,76,5,5,2,11,27,4,0,45,11,1,6,22,3,0,11,5,0,48,41,0,0,53,0,34,46,4,16,11,0,5,1,0,1,5,2,27,13,4,0,10,51,14,27,38,1,0,8,0,77,28,94,14,2,14,10,4,0,30,0,0,1,2
"1639",5,0,45,3,0,2,4,2,0,16,1,2,16,15,0,2,7,0,3,35,74,3,2,34,8,3,3,33,22,0,11,0,20,54,0,49,0,72,5,7,2,11,6,0,1,51,14,0,2,14,6,0,11,5,0,47,36,0,7,64,0,27,84,1,15,32,0,5,1,1,2,7,6,26,7,4,0,11,62,22,31,42,0,0,9,4,72,26,143,12,3,20,4,1,0,29,0,0,1,0
"1640",11,0,50,1,1,5,3,4,0,9,3,5,9,15,0,6,7,0,3,32,42,1,3,36,8,3,8,41,9,0,13,0,21,46,0,52,2,70,8,12,0,9,5,1,0,55,16,0,4,20,8,2,12,3,0,57,29,0,2,45,0,25,86,1,7,11,0,6,7,0,4,7,6,36,5,4,1,17,62,25,40,54,0,0,6,3,73,19,119,10,3,20,8,2,0,19,0,0,1,3
"1641",12,0,51,0,2,4,6,1,0,3,2,3,4,9,0,8,10,0,3,25,31,3,5,38,11,3,0,32,18,1,11,4,22,48,1,41,2,64,12,11,0,12,2,0,1,48,15,0,4,21,4,4,4,6,1,53,36,0,3,37,0,25,125,3,14,17,0,1,10,0,2,5,8,24,7,11,0,18,64,22,37,77,0,1,12,2,80,16,134,8,3,16,3,1,0,23,0,0,0,0
"1642",8,0,49,0,2,2,6,3,1,10,0,1,9,14,0,5,3,0,2,39,9,6,1,35,15,1,1,41,6,0,13,1,17,67,2,29,2,70,11,16,1,8,16,3,0,51,15,0,8,19,6,4,8,3,0,59,29,0,4,23,0,27,78,2,21,18,0,4,10,3,3,8,1,29,10,12,0,10,59,26,32,57,0,1,12,0,60,14,103,13,3,10,19,4,0,30,0,0,0,1
"1643",6,0,58,2,0,8,5,2,0,15,0,2,19,13,3,6,13,0,3,33,70,4,3,25,13,3,4,32,9,0,14,1,24,45,0,31,1,60,9,13,1,11,30,3,0,49,14,0,5,21,4,3,10,5,0,53,23,0,5,20,0,14,87,0,10,13,0,4,4,2,1,4,1,27,3,4,0,12,57,23,24,86,0,2,9,0,67,26,73,12,1,19,10,1,0,16,0,0,1,0
"1644",11,1,38,0,1,5,5,2,1,5,4,2,12,10,1,6,8,0,6,38,163,0,6,33,2,6,1,34,8,0,13,0,11,56,0,25,2,67,9,20,1,12,29,1,1,47,12,0,3,18,7,1,11,4,0,52,41,0,15,37,0,19,59,0,7,25,0,2,12,1,3,5,1,32,11,1,1,5,54,15,26,49,0,1,15,0,71,31,97,8,0,15,12,1,0,28,0,0,2,1
"1645",12,0,57,1,1,0,3,2,0,12,2,2,20,10,0,5,6,0,2,33,60,2,4,28,5,4,11,35,16,1,8,0,15,67,1,33,1,75,10,21,0,7,25,1,0,43,8,0,8,14,8,1,9,8,0,47,45,0,6,33,0,23,38,9,12,25,0,6,10,0,5,4,2,34,10,1,2,2,46,23,34,30,0,1,15,8,62,34,79,10,3,15,8,4,0,33,0,0,1,1
"1646",5,0,47,1,5,1,2,2,0,12,0,1,17,13,0,5,15,0,1,15,53,3,5,34,9,3,4,31,14,1,13,0,21,54,0,30,4,70,11,11,1,12,10,3,0,48,17,0,2,20,2,3,9,4,1,65,47,0,16,32,0,38,93,3,16,17,0,9,7,2,2,3,2,37,8,1,0,0,62,10,32,38,0,0,15,6,73,30,101,13,2,9,12,2,0,13,0,0,0,1
"1647",9,1,53,0,4,1,2,1,0,22,0,4,22,9,0,2,11,0,1,27,30,1,5,24,10,3,1,36,1,0,8,0,29,52,0,32,3,68,7,10,1,9,45,0,1,43,9,0,4,15,9,4,17,4,0,44,55,0,11,43,0,34,76,2,23,7,0,2,2,1,3,10,2,26,6,6,1,4,44,19,37,35,4,1,14,5,56,23,144,12,1,12,10,0,0,15,0,0,2,1
"1648",10,1,67,0,2,0,3,2,1,19,1,4,18,14,0,6,10,0,2,24,140,2,2,28,10,3,1,43,8,0,10,0,32,54,0,28,4,69,11,11,1,3,40,1,2,38,12,0,13,14,2,1,12,3,0,50,38,0,11,59,0,29,72,1,16,11,0,0,9,1,4,2,7,31,5,6,0,2,62,27,33,46,2,0,15,1,77,23,128,10,3,9,10,0,0,9,0,4,0,1
"1649",9,0,68,0,0,0,6,2,0,14,0,7,25,7,0,0,4,0,4,30,152,3,5,27,4,1,6,38,6,1,7,0,27,64,1,35,5,59,14,14,1,8,33,0,3,36,11,0,8,12,10,2,15,4,0,54,47,0,8,86,0,35,62,0,13,8,0,1,4,0,5,6,3,33,7,7,0,1,43,13,30,60,1,2,15,1,74,28,119,13,1,17,11,0,0,14,0,2,0,1
"1650",6,0,52,0,2,0,2,1,0,14,1,3,17,14,0,2,7,0,3,35,87,2,3,31,6,4,3,35,3,0,11,0,29,67,1,26,8,80,12,19,0,17,5,1,0,46,7,2,5,16,6,2,18,5,0,40,30,0,12,28,0,46,21,4,18,6,0,4,0,0,2,4,3,38,6,3,0,0,72,20,36,34,1,3,13,4,74,17,74,5,0,9,10,0,0,17,0,1,0,3
"1651",11,0,55,0,2,0,2,2,0,14,1,0,30,11,0,0,12,0,3,35,27,2,4,41,6,0,5,42,0,1,9,0,38,65,0,31,9,72,16,20,1,27,7,0,1,34,7,1,11,16,9,0,5,9,0,51,35,0,10,32,0,34,16,1,26,21,0,7,1,0,3,7,2,26,7,11,3,2,72,16,25,43,0,0,14,5,57,27,105,13,3,10,12,1,0,14,0,0,2,2
"1652",6,1,48,2,4,0,4,2,0,15,1,4,10,12,0,3,9,0,4,36,32,7,3,34,5,6,5,43,5,2,14,0,29,63,0,35,4,59,17,17,0,11,10,1,1,42,5,0,5,14,6,6,11,8,0,62,31,0,10,40,0,38,36,2,16,16,0,8,1,0,6,4,2,31,15,6,2,2,79,12,28,43,1,2,13,6,56,28,92,10,4,19,15,2,0,26,0,0,0,2
"1653",11,0,51,1,4,1,5,1,0,22,0,5,7,9,0,6,9,0,2,32,125,0,3,22,15,5,0,41,1,1,9,0,36,56,2,36,7,63,8,21,3,11,5,0,1,46,9,0,10,18,8,1,2,3,1,48,42,0,19,39,0,33,47,4,27,25,0,9,4,1,7,5,1,20,9,3,1,0,48,19,25,82,0,0,18,4,70,28,157,17,4,15,7,1,0,13,0,0,2,0
"1654",9,1,44,2,1,1,3,0,1,20,0,4,10,8,0,2,10,0,6,29,92,3,7,27,15,3,1,30,8,0,5,0,26,60,0,28,6,69,5,6,1,16,13,0,0,41,11,0,15,14,9,3,4,4,1,45,47,0,13,38,0,33,63,8,35,40,0,5,4,0,4,5,0,25,2,5,0,2,41,16,26,90,0,2,19,0,70,27,175,14,3,14,14,1,0,23,0,0,1,0
"1655",7,1,50,0,1,0,4,1,0,11,0,2,10,10,0,1,11,0,3,23,15,1,6,28,8,2,2,39,5,0,9,0,27,46,0,28,1,80,14,14,5,15,28,3,1,41,13,1,4,13,6,1,14,6,0,45,63,0,13,12,0,27,29,2,31,28,0,1,5,2,6,1,0,32,3,3,0,4,31,27,33,64,3,0,19,7,50,23,210,18,2,14,13,0,0,17,1,0,0,1
"1656",6,0,51,2,4,0,2,2,1,10,0,5,16,15,0,4,9,0,4,29,7,3,12,24,33,1,4,50,12,1,8,0,22,43,1,39,7,71,11,9,3,4,23,4,1,43,15,0,17,21,4,0,13,5,0,47,80,0,21,22,0,43,17,0,25,23,0,1,0,0,4,4,4,26,5,4,1,3,56,35,32,71,1,5,17,13,65,23,188,10,1,14,13,0,0,31,0,0,1,1
"1657",8,0,38,1,4,0,2,1,3,15,2,1,25,11,0,2,7,0,1,21,92,2,6,24,16,2,5,33,7,2,8,0,26,45,0,35,10,67,8,7,4,4,12,3,1,46,12,0,16,12,7,2,10,6,0,56,62,5,11,23,0,37,25,3,22,30,0,1,0,0,2,4,6,25,5,2,0,0,53,31,30,58,0,0,18,17,64,29,218,12,3,14,7,1,0,31,0,0,0,2
"1658",4,0,48,0,3,0,4,2,2,20,0,1,44,7,0,4,9,0,0,32,61,1,1,31,14,3,8,35,8,0,17,0,28,58,1,36,7,78,15,4,1,7,15,2,1,49,23,1,17,14,8,1,9,4,0,54,65,2,13,25,0,32,21,1,18,15,0,1,1,0,0,3,6,28,4,5,0,0,62,22,33,68,0,1,12,11,63,21,189,13,4,17,18,0,0,17,0,0,0,2
"1659",5,1,19,1,0,1,3,8,0,48,3,3,1,11,0,8,6,2,5,48,80,4,7,12,18,23,6,19,3,0,10,0,32,42,0,23,2,26,10,23,3,13,99,4,1,5,16,0,2,24,3,0,4,38,6,9,4,0,1,8,0,14,37,3,20,17,0,11,0,0,7,13,2,42,8,22,2,3,12,12,30,7,1,0,4,1,13,19,109,13,0,17,18,0,0,12,0,0,2,4
"1660",7,1,12,0,1,1,2,7,1,45,2,2,2,18,0,8,11,1,6,39,44,1,8,11,9,20,4,19,2,4,10,0,38,40,2,18,4,27,10,22,1,18,124,2,4,4,14,0,7,13,5,2,1,38,11,15,4,0,4,17,0,16,37,1,13,33,0,8,0,0,7,17,4,27,6,20,3,2,20,18,24,14,3,0,2,9,21,16,81,14,1,24,30,1,0,14,0,0,2,2
"1661",8,2,8,1,2,0,3,8,0,51,2,0,2,13,0,7,8,1,1,45,9,0,9,13,8,19,2,24,3,1,11,0,29,32,2,21,4,36,19,27,0,18,126,7,0,4,10,0,8,24,3,1,4,35,7,11,8,0,5,13,0,11,40,6,12,27,0,14,0,2,8,26,1,31,1,21,1,6,25,9,27,9,3,0,7,2,19,16,108,6,3,17,26,4,0,4,0,1,2,2
"1662",3,0,17,2,1,2,1,4,1,35,0,1,1,16,0,4,5,1,1,40,14,2,12,7,26,15,6,25,3,1,12,0,41,23,3,16,10,31,12,40,1,22,76,10,0,1,14,0,5,17,5,1,6,39,6,16,5,0,8,18,0,14,29,6,6,28,0,15,0,0,15,13,2,38,5,20,1,8,18,13,35,9,2,0,5,11,20,7,138,10,3,19,18,3,0,5,0,2,3,1
"1663",9,0,16,3,2,0,8,5,1,44,3,1,1,23,0,3,6,0,3,44,18,4,10,16,15,19,3,22,0,0,13,0,30,35,1,16,7,32,19,17,0,20,119,8,1,7,18,1,2,24,4,2,2,26,5,9,6,0,4,9,0,6,34,4,11,25,0,9,0,2,12,17,0,24,6,17,6,10,33,7,28,12,3,0,10,1,9,8,99,13,4,14,24,0,1,4,0,5,5,0
"1664",8,0,17,2,4,1,3,7,2,50,3,3,6,22,0,6,7,0,2,42,4,1,4,2,12,17,1,18,2,1,18,3,42,41,0,16,0,37,8,16,0,32,174,0,0,5,12,0,8,27,7,1,7,21,7,10,6,0,4,9,1,19,68,1,12,18,0,8,0,2,16,14,2,36,2,31,2,3,31,12,29,10,5,0,6,0,13,15,81,6,1,12,19,1,0,3,0,4,4,0
"1665",6,2,16,1,2,2,2,3,4,37,1,6,2,22,2,11,4,1,2,45,2,4,8,6,18,17,5,15,6,0,11,1,43,37,2,17,3,28,6,24,0,23,122,3,1,4,14,0,4,25,3,1,5,15,8,14,7,0,6,7,0,25,30,2,3,17,0,6,1,1,22,19,2,28,1,28,4,3,28,10,21,12,3,0,9,0,12,9,45,9,1,16,20,1,1,13,0,1,2,2
"1666",8,0,20,3,5,1,2,3,2,55,2,1,2,21,2,8,10,2,0,37,17,1,6,6,7,24,4,4,3,1,10,0,26,34,0,20,1,28,15,40,3,21,58,11,1,2,19,1,8,21,3,1,4,38,8,5,14,0,2,16,0,21,14,2,5,14,0,7,0,1,8,20,3,32,3,26,2,4,29,14,32,7,2,0,8,10,14,5,163,14,2,17,26,1,0,8,0,0,1,0
"1667",5,0,16,1,1,0,2,3,1,50,0,1,4,17,0,5,8,1,1,31,17,3,5,8,8,20,5,13,2,0,11,0,31,44,0,29,1,25,10,28,4,21,12,2,1,7,12,1,5,19,5,1,1,18,8,8,19,1,4,15,0,24,30,3,3,16,0,3,1,0,6,20,1,35,6,27,4,2,33,7,23,6,0,0,2,18,15,15,73,13,1,11,20,1,0,15,0,1,2,0
"1668",6,0,14,0,0,0,2,6,2,58,2,4,3,12,3,1,3,0,1,39,5,1,7,5,13,11,5,35,6,1,9,0,40,32,0,18,4,29,13,25,3,17,53,7,2,6,17,0,3,23,5,0,3,27,8,12,5,1,10,16,0,24,11,2,9,13,0,11,1,1,12,23,2,32,5,32,2,1,24,12,33,9,0,0,6,17,12,9,92,12,0,15,17,1,1,5,0,1,3,2
"1669",5,0,16,1,3,0,1,6,1,57,2,1,1,20,3,0,5,4,3,32,29,3,14,11,19,18,5,17,5,0,13,0,41,33,1,24,4,32,14,19,3,23,34,3,2,9,20,0,5,20,5,1,5,23,10,7,3,0,8,19,0,15,24,0,3,12,0,14,0,0,8,16,4,32,6,27,3,4,24,13,29,5,3,0,2,19,11,9,89,13,1,21,24,0,0,6,1,4,3,1
"1670",4,0,20,0,1,0,2,9,0,48,1,5,2,26,0,0,8,1,1,48,33,5,10,7,14,26,5,29,1,1,9,0,44,31,1,25,3,27,14,35,1,13,37,12,1,5,23,0,5,17,7,0,0,13,6,10,6,2,2,12,0,19,60,0,8,23,0,12,1,0,12,26,1,25,7,24,2,3,44,13,32,7,4,0,2,12,20,11,66,15,3,15,34,0,1,8,0,0,0,0
